title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
Supreme Commander 2,X360,Strategy,Square Enix,Gas Powered Games,8.2,0.34,0.23,,0.09,0.03,2010-03-16,
Backstreet Billiards,PS,Misc,ASCII Entertainment,argent,7.2,0.34,0.19,,0.13,0.02,1998-11-30,
Dynasty Warriors 6 Empires,PS3,Action,KOEI,Omega Force,6.4,0.34,0.14,0.15,0.03,0.02,2009-06-23,
Battalion Wars 2,Wii,Strategy,Nintendo,Kuju Entertainment,7.7,0.34,0.22,0.08,0.02,0.02,2007-10-29,
Dynasty Warriors: Gundam 2,PS2,Action,Namco Bandai,Omega Force,4.9,0.34,0.04,0.25,0.03,0.01,2009-04-21,
Dynasty Warriors 5 Empires,PS2,Action,KOEI,Omega Force,6.3,0.34,0.11,0.12,0.09,0.03,2006-03-28,
Tenchu Z,X360,Action,Microsoft,K2 LLC,5.7,0.34,0.27,0.02,0.02,0.03,2007-06-12,
Star Ocean: Second Evolution,PSP,Role-Playing,Square Enix,TOSE Software,8.0,0.34,0.14,0.16,0.02,0.02,2009-01-20,
Lord of Arcana,PSP,Role-Playing,Square Enix,Square Enix,4.7,0.34,0.08,0.17,0.05,0.04,2011-01-25,
WWE Day of Reckoning 2,GC,Fighting,THQ,Yuke's Future Media Creators,8.3,0.34,0.26,,0.07,0.01,2005-08-29,
F.E.A.R.,X360,Shooter,Vivendi Games,Day 1 Studios,8.6,0.34,0.28,,0.03,0.03,2006-10-31,
WWE All Stars,X360,Fighting,THQ,THQ,7.7,0.34,0.18,,0.14,0.03,2011-03-29,
MotorStorm: Arctic Edge,PS2,Racing,Sony Computer Entertainment,Virtuos,7.4,0.34,0.07,,0.03,0.25,2009-10-20,
Racquet Sports,PS3,Sports,Ubisoft,Asobo Studio,4.2,0.34,0.11,,0.17,0.06,2010-09-14,
Herbie: Fully Loaded,GBA,Racing,Buena Vista,Climax Group,5.0,0.34,0.24,,0.09,0.01,2005-07-12,
Beyond Good & Evil,PS2,Adventure,Ubisoft,Ubisoft Montpellier,8.3,0.33,0.16,,0.13,0.04,2003-11-11,
Teen Titans,GC,Action,THQ,A2M,6.3,0.33,0.25,,0.07,0.01,2006-05-24,
Dead or Alive 5,X360,Fighting,Tecmo Koei,Team Ninja,7.6,0.33,0.2,0.03,0.08,0.03,2012-09-25,2018-01-23
Street Fighter Alpha 3 MAX,PSP,Fighting,Capcom,Capcom,7.8,0.33,0.27,0.02,0.01,0.03,2006-02-07,
WWE Wrestlemania XIX,GC,Fighting,THQ,Yuke's,7.8,0.33,0.26,,0.07,0.01,2003-09-08,
Kirby: Battle Royale,3DS,Fighting,Nintendo,HAL Laboratory,6.0,0.33,0.07,0.2,0.05,0.01,2018-01-19,2018-01-03
Call of Duty 2: Big Red One,GC,Shooter,Activision,Treyarch,7.5,0.33,0.25,,0.07,0.01,2005-11-01,
Fracture,X360,Shooter,LucasArts,Day 1 Studios,4.0,0.33,0.15,0.0,0.14,0.04,2008-10-07,
Mystery Case Files: The Malgrave Incident,Wii,Adventure,Nintendo,Big Fish Games,6.3,0.33,0.17,,0.13,0.03,2011-06-27,
Clock Tower 3,PS2,Adventure,Capcom,SunSoft,7.0,0.33,0.1,0.12,0.08,0.03,2003-03-18,
Dr. Mario / Puzzle League,GBA,Puzzle,Nintendo,Intelligent Systems,7.5,0.33,0.12,0.16,0.04,0.01,2005-11-28,
Bomberman World,PS,Puzzle,Atlus,Hudson Soft,6.5,0.33,0.06,0.22,0.04,0.02,1998-09-22,
Planet Puzzle League,DS,Puzzle,Nintendo,Intelligent Systems,8.6,0.33,0.14,0.16,0.01,0.01,2007-06-04,
"Warhammer 40,000: Squad Command",PSP,Strategy,THQ,RedLynx,6.6,0.33,0.11,,0.14,0.08,2007-11-12,
GT Advance Championship Racing,GBA,Racing,THQ,MTO,7.5,0.33,0.24,,0.09,0.01,2001-06-08,
Mega Man ZX Advent,DS,Platform,Capcom,Inti Creates,7.6,0.33,0.22,0.09,0.0,0.02,2007-10-23,
NBA 2K10,PSP,Sports,2K Sports,Visual Concepts,5.5,0.33,0.3,0.0,0.0,0.03,2009-10-06,
MVP Baseball 2005,GC,Sports,EA Sports,EA Canada,8.7,0.33,0.25,,0.07,0.01,2005-02-22,
The Sims 2,GC,Simulation,Electronic Arts,Maxis,7.6,0.33,0.26,,0.07,0.01,2005-10-24,
Harry Potter and the Deathly Hallows - Part 2,X360,Action,Electronic Arts,EA Bright Light,4.8,0.33,0.19,,0.11,0.03,2011-07-12,
MLB 08: The Show,PSP,Sports,Sony Computer Entertainment,SCEA San Diego Studios,8.3,0.33,0.3,,,0.02,2008-03-04,
Deus Ex: Invisible War,XB,Shooter,Eidos Interactive,Ion Storm,8.5,0.33,0.25,,0.07,0.01,2003-12-02,
Etrian Odyssey,DS,Role-Playing,Atlus,Atlus Co. / Lancarse,7.4,0.33,0.19,0.09,0.03,0.02,2007-05-15,
Untold Legends: The Warriors Code,PSP,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,6.8,0.33,0.14,,0.12,0.08,2006-03-28,
Resonance of Fate,X360,Role-Playing,Sega,tri-Ace,7.4,0.33,0.12,0.06,0.13,0.03,2010-03-16,
Disgaea: Hour of Darkness,PS2,Role-Playing,Atlus,Nippon Ichi Software,8.8,0.33,0.16,,0.13,0.04,2003-08-27,
Tokyo Mirage Sessions #FE,WiiU,Role-Playing,Nintendo,Atlus,8.0,0.33,0.17,0.08,0.06,0.02,2016-06-24,2020-07-23
Disgaea 2: Cursed Memories,PS2,Role-Playing,NIS America,Nippon Ichi Software,7.9,0.33,0.09,0.15,0.07,0.02,2006-08-29,
Fable III,PC,Role-Playing,Microsoft Game Studios,Lionhead Studios,7.0,0.33,0.11,,0.17,0.05,2011-05-17,
The Witcher: Enhanced Edition,PC,Role-Playing,Atari,CD Projekt Red Studio,8.3,0.33,0.32,,0.01,,2008-09-16,
Ape Escape Academy,PSP,Party,Sony Computer Entertainment,Shift,5.3,0.33,0.13,,0.15,0.05,2006-01-17,2018-09-18
Jeanne d'Arc,PSP,Role-Playing,Sony Computer Entertainment,Level 5,8.4,0.33,0.21,0.1,,0.02,2007-08-21,
Capcom Classics Collection Reloaded,PSP,Misc,Capcom,Capcom,7.1,0.33,0.26,0.03,0.0,0.03,2006-10-24,
DECA Sports Freedom,X360,Sports,Hudson Soft,Hudson Soft,3.0,0.33,0.27,,0.04,0.02,2010-11-18,
Banjo-Kazooie: Grunty's Revenge,GBA,Platform,THQ,Rare Ltd.,6.6,0.33,0.24,,0.09,0.01,2003-09-10,
Klonoa 2: Lunatea's Veil,PS2,Platform,Namco,Namco,9.4,0.33,0.12,0.08,0.1,0.03,2001-07-25,
Classic NES Series: Castlevania,GBA,Platform,Nintendo,Konami,7.4,0.33,0.17,0.09,0.06,0.01,2004-10-25,
Major League Baseball 2K6,XB,Sports,2K Sports,Kush Games,7.3,0.33,0.24,,0.07,0.01,2006-04-03,
Ninja Blade,X360,Action,Microsoft,From Software,6.7,0.33,0.14,0.02,0.14,0.03,2009-04-07,
Golden Axe: Beast Rider,X360,Action,Sega,Secret Level,4.0,0.33,0.19,,0.11,0.03,2008-10-14,
Naruto: Rise of a Ninja,X360,Action,Ubisoft,Ubisoft Montreal,7.8,0.33,0.29,,0.01,0.03,2007-10-30,
Ultimate NES Remix,3DS,Action,Nintendo,Nintendo,7.0,0.33,0.19,,0.11,0.03,2014-12-05,2018-05-29
Folklore,PS3,Role-Playing,Sony Computer Entertainment,Game Republic,7.5,0.32,0.2,0.05,0.04,0.03,2007-10-09,
Bleach: Shattered Blade,Wii,Fighting,Sega,Polygon Magic,5.3,0.32,0.21,0.08,0.01,0.02,2007-10-09,
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,Role-Playing,Atlus,Atlus Co.,7.0,0.32,0.14,0.11,0.04,0.04,2011-09-20,
Street Fighter Alpha 2,SAT,Fighting,Capcom,Capcom,8.1,0.32,,0.32,,,1996-09-30,
Bust-A-Move '99,PS,Puzzle,Acclaim Entertainment,Taito Corporation,7.7,0.32,0.18,,0.12,0.02,1999-02-28,
Final Fantasy XI: Online,PS2,MMO,Square Enix,Square Enix,8.4,0.32,0.08,0.15,0.06,0.02,2004-09-21,2018-04-22
Marvel: Ultimate Alliance 2,Wii,Role-Playing,Activision,n-Space,5.6,0.32,0.25,,0.05,0.03,2009-09-15,
Eternal Sonata,X360,Role-Playing,Namco Bandai,Tri-Crescendo,7.9,0.32,0.19,0.08,0.04,0.02,2007-09-17,
Chibi-Robo! Zip Lash,3DS,Platform,Nintendo,Nintendo,5.5,0.32,0.14,0.07,0.09,0.02,2015-10-09,2018-01-14
Rayman 2: The Great Escape,PS,Platform,Ubisoft,Ubisoft Shanghai,8.7,0.32,0.18,,0.12,0.02,2000-09-15,
Final Fantasy XI: Wings of the Goddess,X360,Role-Playing,Square Enix,Square Enix,6.5,0.32,0.28,0.02,0.0,0.03,2007-11-20,
"Ed, Edd n Eddy: Jawbreakers!",GBA,Adventure,BAM! Entertainment,Crawfish Interactive - Climax,5.0,0.32,0.23,,0.08,0.01,2002-09-15,
Shenmue II,XB,Adventure,Microsoft,Sega-AM2,7.9,0.32,0.22,,0.08,0.01,2002-10-28,
Prince of Persia: The Sands of Time,GC,Adventure,Ubisoft,Ubisoft Montreal,9.0,0.32,0.25,,0.06,0.01,2003-11-18,
Championship Bass,PS,Sports,EA Sports,EA Seattle,7.1,0.32,0.18,,0.12,0.02,2000-03-07,
Beautiful Katamari,X360,Puzzle,Namco Bandai,Now Production,7.3,0.32,0.14,0.15,0.02,0.02,2007-10-16,
Tony Hawk's American Wasteland,X360,Sports,Activision,Neversoft Entertainment,8.2,0.32,0.28,,0.01,0.03,2005-11-16,
Rugby World Cup 2011,PS3,Sports,505 Games,HB Studios Multimedia,4.5,0.32,,,0.25,0.07,2011-08-26,
Elebits,Wii,Action,Konami,Konami,7.3,0.32,0.22,0.08,0.01,0.02,2006-12-12,
Golden Axe: Beast Rider,PS3,Action,Sega,Secret Level,4.5,0.32,0.13,,0.14,0.06,2008-10-14,
DJ Hero,PS2,Misc,Activision,FreeStyleGames,8.3,0.32,0.1,,0.02,0.2,2009-10-27,
Vin Diesel: Wheelman,PS3,Racing,Ubisoft,Tigon,6.9,0.32,0.12,,0.14,0.05,2009-03-24,
Phineas and Ferb: Across the 2nd Dimension,PS3,Action,Disney Interactive Studios,High Impact Games,6.8,0.32,0.15,,0.12,0.05,2011-08-02,
Dead Rising 2: Off the Record,PS3,Action,Capcom,Blue Castle Games,7.1,0.32,0.11,0.1,0.08,0.03,2011-10-11,
Fortress,GBA,Action,Majesco,Pipe Dream Interactive,6.6,0.32,0.23,,0.08,0.01,2001-08-13,
Crash of the Titans,X360,Action,Sierra Entertainment,Radical Entertainment,6.6,0.32,0.27,,0.02,0.02,2007-10-04,
Prey,X360,Shooter,2K Games,Venom Games / Human Head Studios,8.2,0.32,0.27,,0.03,0.02,2006-07-11,
Singularity,X360,Shooter,Activision,Raven Software,7.7,0.32,0.24,0.0,0.04,0.03,2010-06-29,
WipEout Pulse,PSP,Racing,Sony Computer Entertainment,Studio Liverpool,8.2,0.32,0.13,,0.12,0.06,2008-02-12,
Test Drive Unlimited,X360,Racing,Atari,Eden Studios,8.0,0.32,0.23,0.02,0.04,0.02,2006-09-05,
DiRT 2,PSP,Racing,Codemasters,Codemasters,7.4,0.32,0.09,,0.15,0.08,2009-09-08,
Operation Flashpoint: Red River,PS3,Shooter,Codemasters,Codemasters,6.8,0.32,0.06,0.07,0.14,0.05,2011-06-07,
Marvel Nemesis: Rise of the Imperfects,PSP,Fighting,Electronic Arts,Team Fusion,6.8,0.32,0.29,,0.0,0.02,2005-10-04,
BlazBlue: Continuum Shift,X360,Fighting,Aksys Games,Arc System Works,8.6,0.32,0.23,0.02,0.04,0.02,2010-07-27,
Dead Space 2,PC,Shooter,Electronic Arts,Visceral Games,8.9,0.32,0.13,,0.15,0.04,2011-01-25,
Army of Two: The 40th Day,PSP,Shooter,Electronic Arts,Buzz Monkey Software,4.8,0.32,0.12,,0.13,0.08,2010-01-12,
Clive Barker's Jericho,X360,Shooter,Codemasters,Mercury Steam / Alchemic Productions,5.8,0.32,0.28,,0.01,0.02,2007-10-23,
Payday 2,PS4,Shooter,505 Games,Overkill Software,6.5,0.32,0.12,,0.14,0.05,2015-06-16,2018-01-08
NASCAR Thunder 2003,GC,Racing,EA Sports,EA Tiburon,8.8,0.31,0.24,,0.06,0.01,2002-09-19,
Fuel,X360,Racing,Codemasters,Asobo Studio,6.6,0.31,0.09,0.0,0.18,0.04,2009-06-02,2020-08-05
Catherine,X360,Puzzle,Atlus,Atlus,7.9,0.31,0.2,0.03,0.06,0.02,2011-07-26,2018-09-12
KuruKuru Kururin,GBA,Puzzle,Nintendo,Eighting/Raizing,7.2,0.31,,0.3,,0.01,2001-06-22,
Dark Void,X360,Action,Capcom,Airtight Games,6.1,0.31,0.19,,0.09,0.03,2010-01-19,
40 Winks,PS,Platform,GT Interactive,Eurocom Entertainment Software,5.5,0.31,0.17,,0.12,0.02,1999-11-14,
Mega Man Maverick Hunter X,PSP,Platform,Capcom,Capcom,7.9,0.31,0.27,,0.01,0.03,2006-01-31,
Namco Museum: Virtual Arcade,X360,Misc,Namco Bandai,Namco Bandai Games,7.0,0.31,0.27,0.01,0.01,0.02,2008-11-04,
Tiger Woods PGA Tour 06,X360,Sports,EA Sports,EA Sports,6.9,0.31,0.28,,0.0,0.02,2005-11-16,
Bass Hunter 64,N64,Sports,Take-Two Interactive,Gear Head Entertainment,6.0,0.31,0.25,,0.06,0.0,1999-06-30,
NBA Live 08,PSP,Sports,Electronic Arts,EA Canada,6.8,0.31,0.28,0.0,0.0,0.02,2007-10-01,
Spider-Man 3,PSP,Platform,Activision,Treyarch,5.3,0.31,0.01,,0.24,0.06,2007-10-16,
Silent Hill: Shattered Memories,PSP,Adventure,Konami,Climax Group,7.8,0.31,0.09,0.01,0.13,0.07,2010-01-19,
The Matrix: Path of Neo,XB,Action,Atari,Shiny Entertainment,6.7,0.31,0.23,,0.07,0.01,2005-11-07,
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,Strategy,Konami,Konami,7.6,0.31,0.18,0.09,0.02,0.02,2010-02-23,
The Settlers 7: Paths to a Kingdom,PC,Strategy,Ubisoft,Blue Byte,7.8,0.31,,,0.27,0.04,2010-03-23,
WarCraft II: The Dark Saga,PS,Strategy,Electronic Arts,Blizzard Entertainment,7.3,0.31,0.18,,0.12,0.02,1997-08-31,
Mega Man Zero Collection,DS,Platform,Capcom,Inti Creates,7.5,0.31,0.17,0.11,0.01,0.02,2010-06-08,
Star Wars Episode III: Revenge of the Sith,DS,Action,Ubisoft,Ubisoft Montreal,7.3,0.31,0.25,,0.03,0.02,2005-05-04,
Sonic Boom: Rise of Lyric,WiiU,Action-Adventure,Sega,Big Red Button,3.7,0.31,0.19,,0.09,0.03,2014-11-11,2018-03-22
Bust-A-Move Universe,3DS,Puzzle,Square Enix,Arika,5.6,0.31,0.08,0.06,0.15,0.02,2011-03-27,
Shaun White Snowboarding,PS2,Sports,Ubisoft,Ubisoft Montreal,6.2,0.31,0.15,,0.12,0.04,2008-11-16,
South Park: Chef's Luv Shack,PS,Misc,Acclaim Entertainment,Acclaim Studios Austin,3.1,0.31,0.17,,0.12,0.02,1999-10-31,
A Collection of Intellivision Classic Games,PS,Misc,Activision,LTI,4.3,0.31,0.17,,0.12,0.02,1999-10-30,
Star Wars Racer Revenge,PS2,Racing,LucasArts,Rainbow Studios,7.8,0.31,0.15,,0.12,0.04,2002-02-11,
NASCAR 2011: The Game,X360,Racing,Activision,Eutechnyx,6.0,0.31,0.29,,,0.02,2011-03-29,
Cart World Series,PS,Racing,Sony Computer Entertainment,SCEA,7.0,0.3,0.17,,0.11,0.02,1997-09-16,
Monster Truck Madness 64,N64,Racing,Rockstar Games,Edge of Reality,5.5,0.3,0.24,,0.06,0.0,1999-06-30,
The King of Fighters XIII,PS3,Fighting,Atlus,SNK Playmore Corporation,7.8,0.3,0.17,0.04,0.07,0.03,2011-11-22,
Ehrgeiz,PS,Fighting,Square,DreamFactory,6.7,0.3,0.17,,0.12,0.02,1999-05-04,
PowerUp Heroes,X360,Fighting,Ubisoft,Ubisoft,4.0,0.3,0.18,,0.09,0.03,2011-10-18,
Radiant Historia,DS,Role-Playing,Atlus,Atlus Co.,8.5,0.3,0.19,0.09,,0.02,2011-02-22,
Capcom Classics Collection Remixed,PSP,Misc,Capcom,Digital Eclipse,7.7,0.3,0.27,,0.0,0.02,2006-03-22,
Guitar Hero: Van Halen,X360,Misc,Activision,Neversoft Entertainment,6.2,0.3,0.16,,0.1,0.03,2009-12-22,
Def Jam Rapstar,X360,Misc,Konami,4mm Games / Terminal Reality,7.4,0.3,0.26,,0.03,0.02,2010-10-05,
FIFA 15,PC,Sports,EA Sports,EA Canada,7.0,0.3,,,0.28,0.02,2014-09-23,2018-03-23
Madagascar,DS,Platform,Activision,Vicarious Visions,6.3,0.3,0.25,,0.03,0.02,2005-05-23,
Dynasty Warriors 6,X360,Action,KOEI,Omega Force,6.2,0.3,0.15,0.06,0.06,0.02,2008-02-19,
Looney Tunes: Duck Amuck,DS,Action,Warner Bros. Interactive,WayForward Technologies,6.4,0.3,0.28,,0.0,0.02,2007-10-09,
Fist of the North Star: Ken's Rage 2,PS3,Action,Tecmo Koei,Koei,5.0,0.3,,0.3,,,2013-02-05,2019-01-03
Tom Clancy's Splinter Cell 3D,3DS,Action,Ubisoft,Gameloft,8.0,0.3,0.14,0.07,0.07,0.02,2011-04-10,
Chaos Legion,PS2,Action,Capcom,Capcom Production Studio 6,6.2,0.3,0.15,,0.12,0.04,2003-08-06,
Resident Evil Archives: Resident Evil,Wii,Action,Capcom,Capcom Production Studio 4,7.6,0.3,0.16,0.08,0.04,0.02,2009-06-23,
NBA Live 2003,GC,Sports,EA Sports,EA Canada,8.4,0.3,0.23,,0.06,0.01,2002-10-08,
Finding Nemo: The Continuing Adventures,GBA,Action,THQ,Altron,8.0,0.3,0.21,,0.08,0.01,2004-09-08,
Batman: The Brave and the Bold the Videogame,DS,Action,Warner Bros. Interactive,WayForward Technologies,7.5,0.3,0.23,,0.04,0.02,2010-09-07,
Contra 4,DS,Shooter,Konami,WayForward Technologies,8.1,0.3,0.28,0.01,,0.02,2007-11-13,
Rayman 2: Revolution,PS2,Platform,Ubisoft,Ubisoft,8.7,0.3,0.15,,0.11,0.04,2001-01-30,
Dragon Force,SAT,Strategy,Working Designs,Sega,9.0,0.3,,0.3,,0.0,1996-11-30,
Full Spectrum Warrior,PS2,Strategy,THQ,Pandemic Studios,8.5,0.3,0.15,,0.11,0.04,2005-03-21,
Sing Party,WiiU,Party,Nintendo,FreeStyleGames,6.8,0.3,0.15,,0.13,0.03,2012-11-18,2020-09-08
N3: Ninety-Nine Nights,X360,Action,Microsoft Game Studios,Q Entertainment / Phantagram,6.3,0.3,0.2,0.05,0.03,0.02,2006-08-15,
MySims SkyHeroes,Wii,Action,Electronic Arts,The Sims Studio,6.4,0.3,0.16,,0.1,0.03,2010-09-28,
Monopoly for Nintendo Switch,NS,Board Game,Ubisoft,Engine Software,5.3,0.3,0.06,0.01,0.22,0.02,2017-10-31,2019-01-28
F1 2013,X360,Racing,Codemasters,Codemasters Birmingham,7.9,0.3,0.01,0.0,0.28,0.02,2013-10-08,2018-05-24
Syphon Filter: Dark Mirror,PSP,Shooter,Sony Computer Entertainment,SCEA Bend Studio,8.5,0.3,0.26,,0.01,0.03,2006-03-14,
Shaun White Snowboarding: World Stage,Wii,Sports,Ubisoft,Ubisoft Montreal,7.2,0.3,0.24,,0.03,0.02,2009-11-08,
Lumines ll,PSP,Puzzle,Buena Vista,Q Entertainment,8.0,0.3,0.12,,0.12,0.07,2006-11-06,
Magna Carta 2,X360,Role-Playing,Namco Bandai,SoftMax,6.6,0.3,0.13,0.07,0.07,0.02,2009-10-13,
Crazy Taxi: Catch a Ride,GBA,Racing,THQ,Graphic State,4.8,0.3,0.21,,0.08,0.01,2003-04-09,
Burnout,GC,Racing,Acclaim Entertainment,Criterion Games,7.7,0.3,0.23,,0.06,0.01,2002-04-29,
Sonic Boom: Shattered Crystal,3DS,Platform,Sega,Sanzaru Games,3.8,0.29,0.17,,0.09,0.03,2014-11-11,2018-10-18
Rock Revolution,X360,Misc,Konami,Zoe Mode / HB Studios,3.6,0.29,0.26,,0.0,0.02,2008-10-15,
Assassin's Creed IV: Black Flag,WiiU,Action-Adventure,Ubisoft,Ubisoft Montreal,8.5,0.29,0.17,,0.1,0.03,2013-10-29,2018-03-14
NBA Live 06,X360,Sports,EA Sports,EA Canada,6.5,0.29,0.27,,0.0,0.02,2005-11-16,
Ever Oasis,3DS,Role-Playing,Nintendo,GREZZO,8.1,0.29,0.13,0.05,0.08,0.02,2017-06-23,2018-01-14
Grandia II,PS2,Role-Playing,Ubisoft,Game Arts,7.4,0.29,0.14,,0.11,0.04,2002-01-28,
NieR,X360,Role-Playing,Square Enix,Cavia Inc.,6.4,0.29,0.13,0.04,0.1,0.02,2010-04-27,
Atelier Iris 3: Grand Phantasm (US Sales),PS2,Role-Playing,NIS America,Gust,6.1,0.29,0.14,,0.11,0.04,2007-05-29,
The Lord of the Rings: The Third Age,GC,Role-Playing,Electronic Arts,EA Redwood Shores,7.9,0.29,0.22,,0.06,0.01,2004-11-02,
"Sakura Wars: So Long, My Love",PS2,Role-Playing,NIS America,RED Entertainment,8.8,0.29,0.07,0.15,0.05,0.02,2010-03-30,
Overcooked! 2,NS,Simulation,Sold Out,Ghost Town Games,8.4,0.29,0.17,0.01,0.09,0.03,2018-08-07,2018-06-14
The Sims 2,PC,Simulation,Electronic Arts,Maxis,8.9,0.29,0.02,,0.24,0.03,2004-09-14,
Glory of Heracles,DS,Role-Playing,Nintendo,Paon Corporation,6.8,0.29,0.19,0.08,,0.02,2010-01-18,
X-Men Legends II: Rise of Apocalypse,PSP,Role-Playing,Activision,Vicarious Visions,8.5,0.29,0.25,,0.01,0.02,2005-10-18,
Harvest Moon: Magical Melody,Wii,Simulation,Natsume,Marvelous Interactive,6.3,0.29,0.23,,0.04,0.02,2009-08-25,
Ace Combat: Joint Assault,PSP,Simulation,Namco Bandai,Project ACES,7.0,0.29,0.06,0.15,0.05,0.03,2010-08-31,
Trauma Center: New Blood,Wii,Simulation,Atlus,Atlus Co.,7.5,0.29,0.22,0.01,0.04,0.02,2007-11-20,
Duel Masters: Sempai Legends,GBA,Misc,Atari,Mistic Software,7.1,0.29,0.21,,0.08,0.01,2004-06-01,
The Golden Compass,PS3,Adventure,Sega,Shiny Entertainment,4.3,0.29,0.14,,0.1,0.05,2007-12-04,
The Legend of Legacy,3DS,Role-Playing,Atlus,Cattle Call,6.0,0.29,0.14,0.11,0.02,0.02,2015-10-13,2018-05-29
Zoo Tycoon 2 DS,DS,Strategy,THQ,Altron,6.9,0.29,0.24,,0.03,0.02,2008-02-04,
Phoenix Wright: Ace Attorney: Spirit of Justice,3DS,Adventure,Capcom,Capcom,8.1,0.29,,0.29,,,2016-09-30,2018-01-14
Up,X360,Adventure,THQ,THQ,6.5,0.29,0.2,,0.07,0.03,2009-05-26,
Majin and the Forsaken Kingdom,PS3,Adventure,Namco Bandai,Game Republic,7.0,0.29,0.09,0.01,0.14,0.05,2010-11-23,
The BIGS 2,Wii,Sports,2K Sports,Blue Castle Games,6.3,0.29,0.26,,0.01,0.02,2009-07-07,
Feel the Magic XY/XX,DS,Puzzle,Sega,Sonic Team,7.7,0.29,0.17,0.1,0.0,0.02,2004-11-16,
Dead Rising: Chop Till You Drop,Wii,Action,Capcom,Capcom Production Studio 1 / TOSE Software,6.7,0.29,0.15,0.05,0.07,0.02,2009-02-24,
Prince of Persia: Rival Swords,Wii,Action,Ubisoft,Ubisoft Montreal,7.0,0.29,0.24,,0.03,0.02,2007-04-03,
Sengoku Basara: Samurai Heroes,Wii,Action,Capcom,Capcom,6.0,0.29,0.06,0.2,0.02,0.01,2010-10-12,
Warriors Orochi 2,PSP,Action,KOEI,Omega Force,5.3,0.29,0.06,0.22,0.0,0.01,2009-08-25,
Spider-Man: Friend or Foe,X360,Action,Activision,Next Level Games,5.9,0.29,0.26,,0.01,0.02,2007-10-02,
Dynasty Warriors: Strikeforce,PS3,Action,Tecmo Koei,Omega Force,6.8,0.29,0.11,0.07,0.08,0.03,2010-02-16,
Kenka Bancho: Badass Rumble,PSP,Action,Atlus,Spike,7.0,0.29,0.07,0.2,,0.01,2009-11-10,
Trace Memory,DS,Adventure,Nintendo,Cing,6.5,0.29,0.15,0.12,0.01,0.01,2005-09-26,
Just Dance 2017,NS,Music,Ubisoft,Ubisoft Paris,6.5,0.29,0.07,,0.2,0.02,2017-03-03,2018-04-06
Rayman 3: Hoodlum Havoc,PS2,Platform,Ubisoft,Ubisoft,7.4,0.29,0.14,,0.11,0.04,2003-03-17,
Spyro: A Hero's Tail,GC,Platform,VU Games,Eurocom Entertainment Software,6.4,0.29,0.22,,0.06,0.01,2004-11-03,
Earthworm Jim,GBA,Platform,Majesco,Game Titan,7.2,0.29,0.2,,0.08,0.01,2001-06-10,
Turning Point: Fall of Liberty,X360,Shooter,Codemasters,Spark Unlimited,4.3,0.29,0.23,,0.04,0.02,2008-02-26,
FlatOut: Head On,PSP,Racing,Warner Bros. Interactive,Bugbear Entertainment,7.3,0.29,0.13,,0.11,0.06,2008-04-04,
Call of Juarez: The Cartel,PS3,Shooter,Ubisoft,Techland,5.4,0.29,0.12,,0.12,0.05,2011-07-19,
Wanted: Weapons of Fate,PS3,Shooter,Warner Bros. Interactive,GRIN,6.2,0.29,0.14,0.01,0.1,0.04,2009-03-24,
MLB Power Pros,Wii,Sports,2K Sports,PawaPuro Production,8.5,0.29,0.23,0.04,,0.02,2007-10-03,
The Chronicles of Riddick: Assault on Dark Athena,X360,Shooter,Atari,Starbreeze Studios AB,8.2,0.29,0.16,,0.1,0.03,2009-04-07,
Forsaken 64,N64,Shooter,Acclaim Entertainment,Iguana Entertainment,8.3,0.29,0.23,,0.06,0.0,1998-04-30,
Siren: Blood Curse,PS3,Action-Adventure,Sony Computer Entertainment,SCE Japan Studio,8.3,0.28,,0.09,0.17,0.01,2008-07-24,2018-09-16
Patapon 3,PSP,Platform,Sony Computer Entertainment,Pyramid/JAPAN Studio,7.4,0.28,0.05,0.17,0.04,0.02,2011-04-12,
Rhythm Thief & the Emperor's Treasure,3DS,Misc,Sega,Sega,7.5,0.28,0.07,0.12,0.07,0.01,2012-07-10,
ExciteBots: Trick Racing,Wii,Racing,Nintendo,Monster Games,7.7,0.28,0.26,,,0.02,2009-04-20,
Disney's Extreme Skate Adventure,GBA,Sports,Activision,Vicarious Visions,6.6,0.28,0.2,,0.08,0.01,2003-09-03,
Rugby World Cup 2011,X360,Sports,505 Games,HB Studios Multimedia,4.8,0.28,0.03,,0.21,0.04,2011-09-06,
FIFA 07 Soccer,X360,Sports,EA Sports,EA Canada,7.1,0.28,0.24,,0.01,0.02,2006-11-01,
WarioWare Gold,3DS,Misc,Nintendo,Intelligent Systems,8.1,0.28,0.11,0.13,0.03,0.01,2018-08-03,2018-11-18
Guitar Hero: Van Halen,Wii,Misc,Activision,Neversoft Entertainment,5.0,0.28,0.13,,0.12,0.03,2009-12-22,
Guitar Hero: Van Halen,PS3,Misc,Activision,Neversoft Entertainment,6.2,0.28,0.14,,0.09,0.04,2009-12-22,
Darksiders,PS3,Action,THQ,Vigil Games,7.8,0.28,0.02,0.02,0.14,0.1,2010-01-05,
